Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Imca	VIN002	VIN002-024	VIN002-024	Resonator	Military/Nameless	{r}{r}	2	500	500	Fire	C	As long as you control "Kurt Irving", this card gains [+300/+300]. As long as your opponent controls a J-ruler, this card gains [Swiftness] and [+500/+500].
Kurt Irving	VIN002	VIN002-025	VIN002-025	Resonator	Military/Nameless	{r}{r}{3}	5	1000	1000	Fire	C	[Swiftness] [First Strike] Whenever a resonator that was dealt damage by this card this turn is put into a graveyard ⇒ This card deals 500 damage to your opponent.
Large Explosion	VIN002	VIN002-026	VIN002-026	Spell:Chant		{r}{r}{3}	5			Fire	C	This card deals 800 damage to each player and resonator.
Leila Peron	VIN002	VIN002-027	VIN002-027	Resonator	Military/Nameless	{r}{1}	2	400	400	Fire	C	[Rest] Target resonator gains [+400/0] until end of turn. {r}{r},[Rest] This card deals damage equal to its ATK to target resonator.
Margit Ravelli	VIN002	VIN002-028	VIN002-028	Resonator	Military/Nameless	{r}{r}{2}	4	700	700	Fire	C	Whenever this card attacks ⇒ Resonators you control gain [+300/+300] until end of turn.
Riela Marcellis | Riela Marcellis J-Ruler	VIN002	VIN002-029-r,VIN002-029-j	VIN002-029	Ruler	Military/Nameless			0 | 1000	0 | 600	Fire	R	[Judgment] {9}. You may pay {1} less to play this ability for each Nameless resonator you control. | As long as you control "Kurt Irving", this card gains [Swiftness]. When this card enters your field ⇒ It deals 1000 damage to target resonator.
Riela's Lance	VIN002	VIN002-030	VIN002-030	Addition:J/Resonator		{r}{2}	3			Fire	C	Added J/resonator gains [+1000/0].
Alicia Melchiott Water | Alicia Melchiott J-Ruler	VIN002	VIN002-031-r,VIN002-031-j	VIN002-031	Ruler	Military/Squad 7			0 | 800	0 | 800	Water	R	[Judgment] {7}. You may pay {1} less to play this ability for each Squad 7 resonator you control. | When this card enters your field ⇒ Return target resonator to its owner's hand. When this card enters your field ⇒ You may add an [Addition:J/Resonator] from your hand to this card.
Alicia's Lance	VIN002	VIN002-032	VIN002-032	Addition:J/Resonator		{u}{u}{1}	3			Water	C	Added J/resonator gains [+400/+400]. As long as it's "Alicia Melchiott", it gains [Flying]. Whenever damage is dealt to added J/resonator ⇒ Draw a card.
Brigitte "Rosie" Stark	VIN002	VIN002-033	VIN002-033	Resonator	Military/Squad 7	{u}{1}	2	700	700	Water	C	Whenever this card blocks or is blocked ⇒ It gains [-300/-300] until end of turn.
Cordelia Gi Randgriz	VIN002	VIN002-034	VIN002-034	Resonator	Archduchess	{u}	1	0	600	Water	C	{u}{u}{1},[Rest] discard a card: Return target resonator to its owner's hand.
Eleanor Varrot	VIN002	VIN002-035	VIN002-035	Resonator	Military	{u}{u}{3}	5	900	900	Water	C	When this card enters your field ⇒ You may put a Squad 7 with total cost 3 or less from your hand into your field.
Faldio Landzaat	VIN002	VIN002-036	VIN002-036	Resonator	Military	{u}{u}{1}	3	600	600	Water	C	This card gains [+300/+300] as long as you control a regalia.
Isara Gunther	VIN002	VIN002-037	VIN002-037	Resonator	Military/Squad 7	{u}	1	200	200	Water	C	When this card enters your field ⇒ Look at the top four cards of your main deck. You may reveal a card named "Welkin Gunther" from among them and put it into your hand. Put the rest on the bottom of your main deck. Banish this card: Draw a card.
Kreis Czherny	VIN002	VIN002-038	VIN002-038	Resonator	Military/Squad 7	{u}{1}	2	300	300	Water	C	When this card enters your field ⇒ Draw a card.
Largo Potter	VIN002	VIN002-039	VIN002-039	Resonator	Military/Squad 7	{u}{u}{2}	4	60	600	Water	C	Whenever this card attacks ⇒ It gains [+100/+100] for each Squad 7 resonator you control until end of turn.
Maurits Von Borg	VIN002	VIN002-040	VIN002-040	Resonator	Prime Minister	{u}{1}	2	200	1000	Water	C	Cards named "Cordelia Gi Randgriz" you control cannot be targeted by spells or abilities your opponent controls.If damage would be dealt to a "Cordelia Gi Randgriz" you control, it's dealt to this card instead.
Momentary Respite	VIN002	VIN002-041	VIN002-041	Spell:Chant-Instant		{u}{2}	3			Water	C	Rest up to two target resonators your opponent controls. They don't recover during their controller's next recovery phase.
Sniping From The Blind Spot	VIN002	VIN002-042	VIN002-042	Spell:Chant-Instant		{u}	1			Water	C	Return target rested resonator to its owner's hand.
The Carefree Three	VIN002	VIN002-043	VIN002-043	Spell:Chant		{u}{u}{2}	4			Water	C	Draw three cards.
Welkin Gunther	VIN002	VIN002-044	VIN002-044	Resonator	Military/Squad 7	{u}{u}{1}	3	700	700	Water	C	When this card enters your field ⇒ Return target resonator to its owner's hand if you control less resonators than your opponent.
Zaka	VIN002	VIN002-045	VIN002-045	Resonator	Military/Squad 7	{u}{2}	3	600	600	Water	C	When this card enters your field ⇒ Search your main deck for a card named "Edelweiss", reveal it and put it into your hand. Then shuffle your main deck.
Alexis Hilden	VIN002	VIN002-046	VIN002-046	Resonator	Student	{g}{g}	2	600	600	Wind	C	
Aliasse | Aliasse J-Ruler	VIN002	VIN002-047-r,VIN002-047-j	VIN002-047	Ruler	Student/Class G			0 | 800	0 | 1000	Wind	R	[Judgment] {5}. | [Flying] Whenever this card attacks ⇒ Recover all magic stones you control.
Aliasse's Lance	VIN002	VIN002-048	VIN002-048	Addition:J/Resonator		{g}	1			Wind	C	Added J/resonator gains [+100/+100] for each recovered magic stone you control.
Anisette Nelson	VIN002	VIN002-049	VIN002-049	Resonator	Student	{g}{g}{2}	4	800	800	Wind	C	When this card enters your field ⇒ Draw a card.
Avan Hardins	VIN002	VIN002-050	VIN002-050	Resonator	Student/Class G	{g}{g}{g}{5}	8	1500	1500	Wind	C	You may pay {1} less to play this card for each Student resonator you control.
Bulletproof Barrier	VIN002	VIN002-051	VIN002-051	Spell:Chant-Instant		{g}	1			Wind	C	Prevent the next damage that would be dealt to target resonator this turn.
Cosette Coalhearth	VIN002	VIN002-052	VIN002-052	Resonator	Student/Class G	{g}{g}{3}	5	800	800	Wind	C	Other resonators you control gain [+400/+400].
Destructive Assault	VIN002	VIN002-053	VIN002-053	Spell:Chant		{g}	1			Wind	C	Destroy target addition or regalia.
Juliana Everhart	VIN002	VIN002-054	VIN002-054	Resonator	Student/Class Rep	{g}{g}{3}	5	1000	1000	Wind	C	{g}: This card gains [+200/+200] until end of turn.
Lavinia Lane	VIN002	VIN002-055	VIN002-055	Resonator	Student/Class G	{g}	1	300	300	Wind	C	[Rest] Recover target regalia.
Magari	VIN002	VIN002-056	VIN002-056	Resonator	Student	{g}{g}{1}	3	200	400	Wind	C	[Rest] Produce {g}{g}.
Marion Siegbahn	VIN002	VIN002-057	VIN002-057	Resonator	Student	{g}{1}	2	200	400	Wind	C	When you play an addition ⇒ Draw a card.
Power of Unity	VIN002	VIN002-058	VIN002-058	Spell:Chant-Instant		{g}{1}	2			Wind	C	Target resonator gains [+600/+600] until end of turn. If you control four or more resonators, it also gains "Whenever this card deals damage to a resonator ⇒ This card deals that much damage to your opponent." until end of turn.
Rene Randall	VIN002	VIN002-059	VIN002-059	Resonator	Student	{g}{1}	2	400	600	Wind	C	Cards named "Magari" you control cannot be targeted by spells or abilities your opponent controls.
Zeri	VIN002	VIN002-060	VIN002-060	Resonator	Student/Class G	{g}{g}	2	500	500	Wind	C	When this card enters your field ⇒ Put the top card of your magic stone deck into your magic stone area if you control less magic stones than your opponent.
Audrey Gassenarl	VIN002	VIN002-061	VIN002-061	Resonator	Military/Gallian Army	{b}{1}	2	400	400	Dark	C	This card gains [+200/+200] as long as you control another Gallian Army.
Baldren Gassenarl	VIN002	VIN002-062	VIN002-062	Resonator	Military/Gallian Army	{b}{2}	3	700	700	Dark	C	When this card is put into a graveyard from a field ⇒ Your opponent loses 400 life.
Berthold Gregor	VIN002	VIN002-063	VIN002-063	Resonator	Military/Drei Stern	{b}{b}{1}	3	300	500	Dark	C	Whenever this card attacks ⇒ Target resonator gains [-400/-400] until end of turn.
Dahau	VIN002	VIN002-064	VIN002-064	Resonator	Military/Calamity Raven	{b}{b}{3}	5	1000	1000	Dark	C	When this card enters your field ⇒ Put target resonator from your graveyard into your hand.
Dirk Gassenarl	VIN002	VIN002-065	VIN002-065	Resonator	Military/Gallian Army	{b}	1	300	300	Dark	C	
Gilbert Gassenarl	VIN002	VIN002-066	VIN002-066	Resonator	Military/Gallian Army	{b}{b}{2}	4	800	800	Dark	C	Other Gallian Armies you control gain [+200/+200].
Hammer of the Valkyrur	VIN002	VIN002-067	VIN002-067	Spell:Chant-Instant		{b}{b}{2}	4			Dark	C	Destroy target J/resonator.
Lydia Agthe	VIN002	VIN002-068	VIN002-068	Resonator	Military/Calamity Raven	{b}	1	400	400	Dark	C	When this card enters your field ⇒ Rest it if you don't control another Calamity Raven.
Maximilian	VIN002	VIN002-069	VIN002-069	Resonator	Military/Imperial General	{b}{b}{4}	6	1000	1200	Dark	C	When this card enters your field ⇒ Destroy target resonator your opponent controls.Whenever a resonator is put into a graveyard from your opponent's field ⇒ You gain 400 life.
Radi Jaeger	VIN002	VIN002-070	VIN002-070	Resonator	Military/Drei Stern	{b}{b}	2	500	500	Dark	C	When this card enters your field ⇒ Target resonator your opponent controls gains [-200/-200] until end of turn.
Ragnide Gas	VIN002	VIN002-071	VIN002-071	Spell:Chant-Instant		{b}{1}	2			Dark	C	Target J/resonator gains [-500/-500] until end of turn.
Schemes of the Empire	VIN002	VIN002-072	VIN002-072	Spell:Chant		{b}{1}	2			Dark	C	Look at target opponent's hand and choose a card. They discard that card.
Selvaria Bles | Selvaria Bles J-Ruler	VIN002	VIN002-073-r,VIN002-073-j	VIN002-073	Ruler	Military/Drei Stern			0 | 900	0 | 700	Dark	R	[Judgment] {6}. You may pay {3} less to play this ability if you control "Maximilian". | When this card enters your field ⇒ Up to two target resonators gain [-300/-300] for each Drei Stern you control.
Selvaria's Lance	VIN002	VIN002-074	VIN002-074	Addition:J/Resonator		{b}{b}{2}	4			Dark	C	Added J/resonator gains [+400/+400] and "Whenever this card deals damage ⇒ You gain that much life.".
Zig	VIN002	VIN002-075	VIN002-075	Resonator	Military/Calamity Raven	{b}{1}	2	300	700	Dark	C	As long as you control a "Dahau", this card gains [+400/0].
Class G's Tank	VIN002	VIN002-076	VIN002-076	Regalia		{2}	2			Void	C	{1}, [Rest] You gain 200 life. {2}, [Rest]Target resonator cannot be targeted by spells or abilities your opponent controls until end of turn. {3}, [Rest] Draw a card. {4}, [Rest] Rest target J/resonator.
Edelweiss	VIN002	VIN002-077	VIN002-077	Regalia			3			Void	C	You pay {2} less to play [Judgment] abilities. Banish this card: Squad 7 you contrl gain [+400/+400] until end of turn. Play this ability only if you control a J-ruler.
Imperial Tank	VIN002	VIN002-078	VIN002-078	Regalia		{2}	2			Void	C	Your opponent pays {1} more to play [Judgment] abilities. [Rest] Your J-ruler gains [+200/+200] until end of turn. [Rest] banish a resonator: Your J-ruler gains [+500/+500] until end of turn.
Nameless Tank	VIN002	VIN002-079	VIN002-079	Regalia		{3}	3			Void	C	Whenever a Nameless enters your field ⇒ Recover this card. [Rest] This card deals 100 damage to target resonator. [Rest] If your J-ruler would deal damage this turn, it deals that much +200 instead.
Ragnite	VIN002	VIN002-080	VIN002-080	Regalia		{3}	3			Void	C	[Rest] Produce {w}, {r}, {u}, {g} or {b}. Banish this card: Produce {w}, {r}, {u}, {g} or {b}. {w}{w}, [Rest] banish this card: Recover your J-ruler.
