Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Luna, Magician of the Moon Star	ENW	ENW-044	ENW-044	Resonator	Seven Luminaries Mage	{u}{u}{1}	3	800	800	Water	R	[Will of Despair] [Mana] 4 Remove a mana counter from this card: Produce {u}. Spend this will only to play Ancient Magic cards.
Luna's Attendant	ENW	ENW-045	ENW-045	Resonator	Ancient/Wizard	{u}{1}	2	500	500	Water	C	{u}: Target J/resonator gains [Barrier] until end of turn. You may spend will to pay this ability's cost as though it were an Ancient Magic card.
Spawn of Umr	ENW	ENW-046	ENW-046	Resonator	Cthulhu	{u}{1}	2	300	600	Water	C	Whenever this card deals damage to your opponent => You may banish it. If you do, you may put a Cthulhu from your hand into your field.
Staff of Dragonoids	ENW	ENW-047	ENW-047	Addition		{u}	1			Water	C	[Bestow]{u},[Rest] Bestowed resonator gains [+200/+200] and [Flying].
The Blue Planet	ENW	ENW-048	ENW-048	Addition		{u}{1}	2			Water	U	When this card enters your field => Draw a card. [Seal] (7) (This card gains the following text as long as you control seven or more magic stones.) -- Cards in your hand gain [Quickcast].
The Cheshire Cat's Assistance	ENW	ENW-049	ENW-049	Chant		{u}	1			Water	C	Play with the top card of your deck revealed until end of turn. This turn, you may play the top card of your deck.
The Truth of Time	ENW	ENW-050	ENW-050	Resonator	Chant (Ancient Magic)	{u}	1			Water	R	Draw a card. [Seal] (6) (As you play this card, if you control six or more magic stones, it gains the following text.) -- Draw a card.
Umr At-Tawil	ENW	ENW-051	ENW-051	Resonator	Human/Cthulhu	{u}{u}{5}	7	800	800	Water	U	[Will of Despair] When this card enters your field => Search your deck for up to one non-chant card with total cost 1, up to one non-chant card with total cost 2, and up to one non-chant card with total cost 3 and put them into your field. Then shuffle your deck.
Confront the Unknown	ENW	ENW-052	ENW-052	Chant		{g}{1}	2			Wind	C	[Quickcast] Two target resonators cannot attack this turn. Draw a card.
Fairy of the Malefic Tree	ENW	ENW-053	ENW-053	Resonator	Fairy	{g}	1	100	400	Wind	C	[Flying] Pay 300 life: This card gains "Whenever this card deals damage to a resonator => Destroy that resonator." until end of turn.
Fox Spirit	ENW	ENW-054	ENW-054	Resonator	Beast	{g}	1	300	300	Wind	C	{0}: This card gains darkness in addition to its other attributes until end of turn.
Gale Force Pursuer, Christie	ENW	ENW-055	ENW-055	Resonator	Elf	{g}{1}	2	500	600	Wind	U	[Will of Hope] When this card enters your field => Remove target darkness resonator from the game.
Heavenly Spirit Tree	ENW	ENW-056	ENW-056	Resonator	Vegetation	{g}{1}	2	200	800	Wind	C	This card cannot attack. Whenever this card blocks => Draw a card.
Interdimensional Space	ENW	ENW-057	ENW-057	Addition		{g}{g}	2			Wind	U	You may pay {1} less to do judgement of Wanderer J/rulers. You may pay {1} less to play Wanderer resonators. Wanderer J/resonators you control gain [+400/+400].
Leaf of the Malefic Tree	ENW	ENW-058	ENW-058	Addition		{g}	1			Wind	C	[Bestow] {w},[Rest] Bestowed resonator gains "Pay 200 life: This card gains [+100/+100] until end of turn."
Melfee, Child of Refarth	ENW	ENW-059	ENW-059	Resonator	Elf	{g}	1	100	100	Wind	R	[Will of Hope] Whenever another Elf enters your field => Put a [+100/+100] counter on this card.
Pricia, Ready for the Final Battle	ENW	ENW-060	ENW-060	Resonator	Beast	{g}{g}{3}	5	100	100	Wind	R	[Will of Hope] When this card enters your field or whenever it attacks => Destroy target resonator your opponent controls with ATK less than or equal to this card's ATK. If you do, put two [+100/+100] counters on this card.
Resistance Forces of Amonsulle	ENW	ENW-061	ENW-061	Resonator	Elf	{g}{2}	3	700	700	Wind	C	Elves you control gain [Barrier]{d}.
Scheherazade, Speaker of Yet Unknown Truths	ENW	ENW-062	ENW-062	Resonator	Wanderer	{g}{g}{g}	3	800	800	Wind	SR	[Will of Despair] [Quickcast] When this card enters your field => As long as this card is in a field, target resonator cannot attack or block, and its controller cannot play its activate abilities.
Severing Winds 	ENW	ENW-063	ENW-063	Chant		{g}{g}{2}	4			Wind	SR	[Quickcast] If your opponent played two or more cards this turn, you may pay {w}{w}{2} less to play this card. Cancel target spell.
Soul Debt	ENW	ENW-064	ENW-064	Chant		{g}{1}	2			Wind	U	[Quickcast] Put target resonator that was put into a field this turn on the bottom of its owner's deck.
Sun Wukong, Enforcer for the Future	ENW	ENW-065	ENW-065	Resonator	Wanderer	{g}{g}	2	600	500	Wind	U	[Will of Despair] [Flying] When this card enter your field => Return target non-magic stone, non-J/resonator card to its owner's hand.
Words of Scheherazade	ENW	ENW-066	ENW-066	Chant		{g}	1			Wind	C	Search your deck for a Wanderer, reveal it and put it into your hand. Then shuffle your deck.
Yggdor, Beast of Disaster	ENW	ENW-067	ENW-067	Resonator	Magical Beast	{g}{4}	5	900	900	Wind	R	[Will of Despair] You may play this card from your removed area. You may pay {3} less to play this card from your removed area.
Yggdrasil, Malefic Verdant Tree	ENW	ENW-068	ENW-068	Ruler	Ethereal Tree	0	0	0	0	Wind	R	[Energize] {w} Prevent all damage that would be dealt to you. For each 100 damage prevented this way, remove a card from the top of your deck from the game. Players cannot gain life. {w}{d}, [Rest]: Put a card named "Machina, King of Accursed Machines", "Rezzard, King of the Damned", "Melgis, King of Black Flame", or "Arla, Demonic Flying Ace" from your removed area into your field.
Abdul Alhazred, Sinister Vizier	ENW	ENW-069	ENW-069	Resonator	Human	{d}{d}{1}	3	700	800	Darkness	R	[Will of Despair] [Resonance] Darkness Magic Stone => Target opponent discards a card.
Ambition of Lapis	ENW	ENW-070	ENW-070	Chant		{d}{d}{1}	3			Darkness	C	Destroy target resonator. Its controller loses 400 life.
Book of Dark | Lapistory, Subjugation Fairy Tale	ENW	ENW-071-r,ENW-071-j	ENW-071	Ruler | J-Ruler	Fairy Tale	{x}	x	0 | 0	0 | 0	Darkness	R	[Judgement] {x} [Energize] {w} You cannot have card with [Will of Hope] in your deck. You may pay the attribute cost of cards with [Will of Despair] with will of any attribute.  | This card cannot be destroyed. You may pay the attribute cost of cards with [Will of Despair] with will of any attribute. When this card enters your field => You may put a resonator with [Will of Despair] with total cost X or less you own from outside the game into your field. When a resonator put in a field by this card leaves a field for a non-field zone => Put this card into your ruler area, as a ruler.
Corrupted One-Inch Boy	ENW	ENW-072	ENW-072	Resonator	Fairy Tale	{d}{1}	2	0	400	Darkness	C	When this card isn't blocked while attacking your opponent => Target opponent loses 1000 life.
Dark Alice, Manifestation of Rage	ENW	ENW-073	ENW-073	Resonator	Wanderer	{d}{d}	2	500	500	Darkness	SR	[Will of Hope] When this card enters your field => Remove all resonators in your opponent's graveyard from the game. For each resonator removed this way, put a [+100/+100] counter on this card. When this card leaves your field for a non-field zone => Put a [100/100] darkness Shadow resonator token into your field for each [+100/+100] counter on this card. Release the [Seal] abilities of darkness cards and spells you control.
Demonic Dead	ENW	ENW-074	ENW-074	Resonator	Zombie	{d}{1}	2	300	300	Darkness	C	Pay 500 life: Put this card from your graveyard into your field rested.
Heteroclite Excalibur	ENW	ENW-075	ENW-075	Chant		{d}	1			Darkness	SR	Remove target resonator from the game. You lose 500 life.
Mikage Seijuro, Patriarch of the Vampires	ENW	ENW-076	ENW-076	Resonator	Vampire	{d}{d}{1}	3	800	800	Darkness	R	[Will of Despair][Quickcast] When this card enters your field => Pay any amount of life. J/resonators your opponent controls gain [-100/0] for each 100 life paid this way until end of turn. Whenever a resonator is put into a graveyard from your opponent's field => Put a [+100/+100] counter on this card.
Neo Barrier of Shadows	ENW	ENW-077	ENW-077	Addition		{d}{1}	2			Darkness	U	Your opponent pays {1} more to play activate abilities of resonators they control. [Seal](8) (This card gains the following text as long as you control eight or more magic stones.) Your opponent can't play non-will activate abilities.
Nightfall Bloodsucker	ENW	ENW-078	ENW-078	Resonator	Vampire	{d}	1	400	300	Darkness	C	Banish this card: Put two [+100/+100] counters on target J/resonator.
Reshuberos, the Devilish Brute	ENW	ENW-079	ENW-079	Resonator	Beast	{d}	1	300	300	Darkness	U	[Will of Despair] Pay 200 life: This card gains [+100/+100] until end of turn. Play this ability up to three times per turn.
Rezzard, King of the Damned	ENW	ENW-080	ENW-080	Resonator	Seven Kings	{d}{d}	2	500	500	Darkness	R	[Will of Despair] Pay 200 life: Remove target card in a graveyard from the game. This card gains [+100/+100] for each resonator in your removed area.
Schrodinger's Box	ENW	ENW-081	ENW-081	Addition		{d}	1			Darkness	C	[Bestow]{d},[Rest] At end of turn, if bestowed resonator attacked this turn => Destroy it.
Shadow Stalker	ENW	ENW-082	ENW-082	Resonator	Shadow	{d}{2}	3	800	800	Darkness	C	[Seal](6) (This card gains the following text as long as you control six or more magic stones.) This card gains [+400/+400].
Tell a Dark Fairy Tale	ENW	ENW-083	ENW-083	Chant		{d}	1			Darkness	C	Look at the top four cards of your deck. You may reveal a card with [Will of Despair] from among them and put them into your hand. Put the rest on the bottom of your deck in any order.
The Final Battle	ENW	ENW-084	ENW-084	Chant		{d}{x}	1			Darkness	U	You may pay 200 life rather than pay {1} up to X times to play this card. J/resonators your opponent controls gain [-X00/-X00] until end of turn.
The Mikage Sisters	ENW	ENW-085	ENW-085	Resonator	Vampire	{d}{1}	2	500	500	Darkness	U	[Will of Despair] [Rest]: Destroy target resonator with 200 or less ATK. [Rest]: This card deals 200 damage to your opponent. You gain 200 life. [Rest]: Move a [+100/+100] counter from target resonator to this card.
Dawn of the Earth	ENW	ENW-086	ENW-086	Chant		{w}{u}	2			Light/Water	SR	[Quickcast] Choose one - This turn, if a resonator would be put into your opponent's field without being played, remove it from game instead. Draw a card; or recover target resonator you control. It gains [+200/+200] and [Barrier] until end of turn. Draw a card; or remove all non-magic stone, non-J/ruler cards your opponent controls with total cost {0} from the game. Draw a card.
Gill Lapis, Usurper of Maddening Power	ENW	ENW-087	ENW-087	Resonator	Wanderer	{w}{d}{1}	3	600	700	Light/Darkness	SR	[Will of Despair] [Precision] When this card enters your field => Search your deck for a light or darkness chant with total cost 1, reveal it and put it into your hand. Then shuffle your deck. Effects of chants you control cannot cause you to lose life. (Damage cause life to reduce, not loss of life.) This card gains [+100/+100] for each other resonator with [Will of Despair] you control.
Kaguya, Love of the Moon	ENW	ENW-088	ENW-088	Resonator	Wanderer	{u}{g}	2	600	600	Water/Wind	R	[Will of Hope] This card cannot be attacked. [Seal](10) (This card gains the following text as long as you control ten or more magic stones.) This card gains [+200/+200] and [Flying]. If you would draw a card, put a card from your graveyard into your hand instead. If a card would be put into your graveyard from anywhere, remove it from the game instead. (Even if you have no cards in your graveyard you still do not draw cards.)
Lars, Swordsman of the Dusk	ENW	ENW-089	ENW-089	Resonator	Heroic Spirit	{r}{u}	2	600	200	Fire/Water	R	[Will of Despair] [Swiftness][First Strike] {0}: Switch the ATK and DEF of this card until end of turn.
Lilias Petal, Kitsune King	ENW	ENW-090	ENW-090	Resonator	Human	{g}{d}{2}	4	800	800	Wind/Darkness	R	[Will of Hope] When this card enters your field => You may search your deck for up to two cards named "Fox Spirit" and put them into your field. Then shuffle your deck. Whenever a Chimera enters your field => Put the top card of your magic stone deck into your field.
Shining Demon, Mephistopheles	ENW	ENW-091	ENW-091	Resonator	Demon	{w}{r}	2	500	500	Light/Fire	R	[Will of Hope] Rest two recovered resonators you control: Rest target J/resonator. [Seal](4) (This card gains the following text as long as you control four or more magic stones.) This card gains [+200/+200] and [Flying].
Sylvia, Blade of the Supreme Kind	ENW	ENW-092	ENW-092	Resonator	Minion of Primogenitor	{r}{g}	2	600	600	Fire/Wind	R	[Will of Despair] [Swiftness] Whenever this card attacks => Target J/resonator cannot block this turn.
Ultimate Swordsmaster, Faria	ENW	ENW-093	ENW-093	Resonator	Human	{w}{g}{2}	4	900	900	Light/Wind	R	[Will of Hope] Prevent the first damage that would be dealt to this card each turn. Prevent the first damage that would be dealt to you each turn.
Valentina, the Crumbling Illusion	ENW	ENW-094	ENW-094	Resonator	Wanderer	{u}{d}{5}	7	800	900	Water/Darkness	R	[Will of Despair] You may pay {1} less to play this card for each resonator in your graveyard. At the beginning of your turn => Put a resonator from your graveyard into your field.
Viola, Vengeful Ebon Dragon	ENW	ENW-095	ENW-095	Resonator	Dragon	{r}{d}{2}	4	800	800	Fire/Darkness	R	[Will of Despair] [Flying][Swiftness] Whenever this card attacks => Destroy another resonator chosen at random.
Machina, King of Accursed Machines	ENW	ENW-096	ENW-096	Resonator	Seven Kings	{3}	3	700	800	Void	R	Pay 300 life: Produce {w},{r},{g},{u}, or {d}. Play this ability only once per turn. Cards nammed "Mariabella, the True Shot" you control cannot be destroyed.
Mariabella, the True Shot	ENW	ENW-097	ENW-097	Resonator	Heroic Spirit	{1}	1	200	200	Void	R	[Rest]: Put a [+100/+100] counter on this card. {2}, [Rest], remove X [+100/+100] counters from this card: Search your deck for a resonator with total cost X or less with no attribute and put it into your field. Then shuffle your deck.
Regained Heart	ENW	ENW-098	ENW-098	Chant		{2}	2			Void	R	[Quickcast] Choose one, if you control two or more resonators with no attribute, you may choose both - Destroy target addition or regalia with total cost X or less, where X is the number of resonators with no attribute you control; or target resonator with no attribute cannot be destroyed until end of turn.
